lumpy,x,y,region,country,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,elevation,dominant_land_cover,X5_Ct_2010_Da,X5_Bf_2010_Da
1,20.482472,41.814392,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.067938,41.432266,Europe,Albania,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0.0
1,20.501668,41.810369,Europe,Albania,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57,144,4,0.0,0.0
1,20.055221,41.544151,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.349314,41.930101,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.3469,41.9083,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.047068,42.250658,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,20.006977,42.258799,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,20.517801,41.97302,Europe,Albania,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57,144,4,0.0,0.0
1,20.503866,41.978124,Europe,Albania,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57,144,4,0.0,0.0
1,20.572095,42.022673,Europe,Albania,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57,144,4,0.0,0.0
1,20.117392,42.396071,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,20.083755,42.34886,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,20.051467,42.339993,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,20.021467,42.290741,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,20.44588,40.949295,Europe,Albania,78.0,7.3,23.68,0.8,93.4,-2.6,1.1,4.8,4.8,11.21,191,4,462.5688405,0.0
1,20.083755,42.34886,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,19.84,42.4114,Europe,Albania,78.0,5.9,26.58,0.9,78.4,-5.3,-2.3,0.7,3.1,10.44,152,4,808.1463792,0.0
1,20.063662,42.331061,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,20.083755,42.34886,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,20.089234,42.370071,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,20.357438,41.725775,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.097286,42.320067,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,20.080443,42.334794,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,20.10006,42.37904,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,20.102469,42.338936,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,20.35898,41.869151,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.069578,42.354756,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,20.307334,42.109789,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,20.588295,40.784962,Europe,Albania,77.9,7.2,25.04,0.7,67.8,-3.8,-0.2,3.4,4.6,10.84,158,3,892.6475563,0.0
1,19.924128,41.414369,Europe,Albania,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0
1,19.924128,41.414369,Europe,Albania,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0
1,19.924128,41.414369,Europe,Albania,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0
1,19.924128,41.414369,Europe,Albania,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0
1,19.922167,41.297294,Europe,Albania,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0
1,19.922167,41.297294,Europe,Albania,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0
1,20.553154,41.998248,Europe,Albania,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57,144,4,0.0,0.0
1,20.536835,41.97872,Europe,Albania,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57,144,4,0.0,0.0
1,20.44588,40.949295,Europe,Albania,78.0,7.3,23.68,0.8,93.4,-2.6,1.1,4.8,4.8,11.21,191,4,462.5688405,0.0
1,19.924128,41.414369,Europe,Albania,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0
1,19.924128,41.414369,Europe,Albania,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0
1,20.045546,42.41943,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,19.924128,41.414369,Europe,Albania,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0
1,20.496907,41.575517,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.496907,41.575517,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.441357,41.584045,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.501668,41.810369,Europe,Albania,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57,144,4,0.0,0.0
1,20.501668,41.810369,Europe,Albania,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57,144,4,0.0,0.0
1,20.403374,41.721499,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.432183,41.630408,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.501668,41.810369,Europe,Albania,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57,144,4,0.0,0.0
1,20.501668,41.810369,Europe,Albania,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57,144,4,0.0,0.0
1,20.47864,41.799954,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.31242,42.13514,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,20.403374,41.721499,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.403374,41.721499,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.403374,41.721499,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.31242,42.13514,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,20.403374,41.721499,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.398343,41.965373,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.358654,42.000031,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,20.435898,41.679218,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.428548,41.694196,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.39304,41.712904,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.39304,41.712904,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.377272,41.665617,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,19.924128,41.414369,Europe,Albania,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0
1,20.553154,41.998248,Europe,Albania,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57,144,4,0.0,0.0
1,20.30627,41.643075,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.501668,41.810369,Europe,Albania,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57,144,4,0.0,0.0
1,20.501668,41.810369,Europe,Albania,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57,144,4,0.0,0.0
1,20.097286,42.320067,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,19.965414,41.311298,Europe,Albania,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0
1,40.44,53.76,Europe,Russian Federation,82.2,5.9,30.84,0.2,42.9,-12.4,-9.4,-6.5,2.7,15.89,157,2,244.6206013,0.000261094
1,40.861,53.4944,Europe,Russian Federation,80.9,5.9,30.82,0.1,45.3,-12.3,-9.3,-6.4,2.8,15.96,156,2,183.4901927,0.000391266
1,18.56,-20.21,Africa,Namibia,62.5,12.9,0.0,4.3,106.0,18.6,25.0,31.5,18.3,14.7,187,3,280.3381747,0.0
1,18.49,-20.02,Africa,Namibia,62.5,13.2,0.0,4.4,104.0,18.3,24.9,31.5,17.4,14.8,187,3,239.3857758,0.0
1,20.49821,41.684143,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.447138,41.828967,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.447138,41.828967,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.366613,41.794363,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.366613,41.794363,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.369795,41.778177,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.377272,41.665617,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.469332,41.679854,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.428548,41.694196,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.381694,41.660391,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.373197,41.671829,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.377272,41.665617,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.39304,41.712904,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.39304,41.712904,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.39304,41.712904,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.421693,41.813189,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.501668,41.810369,Europe,Albania,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57,144,4,0.0,0.0
1,20.447138,41.828967,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.378898,41.752753,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.366613,41.794363,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.428499,41.840757,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.290145,40.88734,Europe,Albania,78.0,7.3,23.68,0.8,93.4,-2.6,1.1,4.8,4.8,11.21,191,4,462.5688405,0.0
1,20.290145,40.88734,Europe,Albania,78.0,7.3,23.68,0.8,93.4,-2.6,1.1,4.8,4.8,11.21,191,4,462.5688405,0.0
1,19.924128,41.414369,Europe,Albania,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0
1,20.428499,41.840757,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,42.0366,44.0098,Europe,Russian Federation,73.7,8.6,28.09,0.5,35.5,-7.0,-2.7,1.6,4.3,11.88,171,11,1079.739951,0.000178097
1,42.1325,43.982,Europe,Russian Federation,71.0,9.0,30.84,0.6,45.4,-12.4,-7.9,-3.4,2.3,12.23,187,3,1538.776896,0.00117699
1,20.591798,43.136028,Europe,Serbia,81.1,5.8,26.19,0.7,46.1,-4.9,-2.0,0.9,4.0,8.71,176,2,1079.566566,0.0
1,20.591723,43.136037,Europe,Serbia,81.1,5.8,26.19,0.7,46.1,-4.9,-2.0,0.9,4.0,8.71,176,2,1079.566566,0.0
1,23.763333,41.718333,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,23.736111,41.592778,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,24.043889,41.498333,Europe,Bulgaria,75.9,6.6,23.09,0.8,40.5,-2.1,1.2,4.5,4.7,7.65,183,2,400.5736159,0.0
1,25.874722,42.929167,Europe,Bulgaria,81.7,7.0,26.39,0.5,45.4,-5.1,-1.6,1.9,4.5,8.08,175,4,95.30263028,2.386626407
1,24.999444,41.392778,Europe,Bulgaria,74.4,6.9,23.09,0.8,44.3,-2.1,1.4,4.9,4.8,7.87,130,2,647.9452309,0.0
1,23.815,41.984722,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,24.132778,42.048056,Europe,Bulgaria,83.2,6.8,25.04,0.6,31.4,-3.8,-0.4,3.0,4.7,6.73,156,11,283.7349034,0.007157153
1,24.404167,42.974444,Europe,Bulgaria,84.0,6.5,27.14,0.6,35.3,-5.9,-2.6,0.7,3.9,7.32,111,4,178.4388269,3.087715952
1,24.333333,42.1925,Europe,Bulgaria,83.2,6.8,25.04,0.6,31.4,-3.8,-0.4,3.0,4.7,6.73,156,11,283.7349034,0.007157153
1,23.886667,41.740556,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,26.478889,42.529167,Europe,Bulgaria,81.5,6.8,25.99,0.5,51.0,-4.7,-1.3,2.1,4.6,8.01,172,4,377.0191035,17.99521884
1,25.241389,41.501944,Europe,Bulgaria,76.3,7.2,24.49,0.6,40.4,-3.3,0.3,3.9,4.9,7.23,168,4,1056.734644,0.001526803
1,23.796944,41.66,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,23.763333,41.718333,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,23.763333,41.718333,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,23.763333,41.718333,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,23.763333,41.718333,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,23.763333,41.718333,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,23.763333,41.718333,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,23.955833,41.640556,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,24.267778,41.934444,Europe,Bulgaria,78.0,6.6,27.32,1.0,41.4,-6.1,-2.8,0.5,2.9,7.81,173,4,79.94429762,0.0
1,23.729722,41.657778,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,23.796944,41.66,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,22.976389,42.292778,Europe,Bulgaria,84.3,6.4,26.09,0.7,27.7,-4.8,-1.6,1.6,4.1,7.03,165,4,15.2685941,0.004661163
1,23.886967,41.740556,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,23.886887,41.740556,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,23.728056,41.572773,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,24.873056,42.203611,Europe,Bulgaria,82.3,7.4,24.26,0.5,32.2,-3.1,0.6,4.3,5.4,6.63,154,2,732.4961782,15.56349833
1,26.722446,43.095322,Europe,Bulgaria,85.1,6.7,24.6,0.5,45.7,-3.4,0.0,3.4,5.3,7.1,156,4,346.9088402,6.862043908
1,23.659444,41.671111,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,26.645278,43.128333,Europe,Bulgaria,85.1,6.7,24.6,0.5,45.7,-3.4,0.0,3.4,5.3,7.1,156,4,346.9088402,6.862043908
1,23.141389,42.598333,Europe,Bulgaria,88.0,6.3,25.99,0.6,27.4,-4.7,-1.5,1.7,4.3,6.71,175,2,115.8479431,4.776642934
1,26.685278,43.118056,Europe,Bulgaria,85.1,6.7,24.6,0.5,45.7,-3.4,0.0,3.4,5.3,7.1,156,4,346.9088402,6.862043908
1,26.685278,43.118056,Europe,Bulgaria,85.1,6.7,24.6,0.5,45.7,-3.4,0.0,3.4,5.3,7.1,156,4,346.9088402,6.862043908
1,24.260556,42.649722,Europe,Bulgaria,84.0,6.5,27.14,0.6,35.3,-5.9,-2.6,0.7,3.9,7.32,111,4,178.4388269,3.087715952
1,23.763333,41.718333,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,24.087222,41.989444,Europe,Bulgaria,78.0,6.6,27.32,1.0,41.4,-6.1,-2.8,0.5,2.9,7.81,173,4,79.94429762,0.0
1,26.300556,42.224167,Europe,Bulgaria,80.1,7.2,22.97,0.6,39.3,-2.0,1.6,5.2,5.8,7.73,162,2,217.2795415,5.444403281
1,24.806389,42.639722,Europe,Bulgaria,82.2,6.7,27.67,0.6,41.5,-6.5,-3.1,0.3,3.7,7.84,203,4,0.0,0.0
1,24.806389,42.639722,Europe,Bulgaria,82.2,6.7,27.67,0.6,41.5,-6.5,-3.1,0.3,3.7,7.84,203,4,0.0,0.0
1,26.478889,42.529167,Europe,Bulgaria,81.5,6.8,25.99,0.5,51.0,-4.7,-1.3,2.1,4.6,8.01,172,4,377.0191035,17.99521884
1,23.266389,42.848333,Europe,Bulgaria,88.0,6.3,25.99,0.6,27.4,-4.7,-1.5,1.7,4.3,6.71,175,2,115.8479431,4.776642934
1,23.803056,41.858889,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,23.886667,41.826111,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,23.266389,42.848333,Europe,Bulgaria,88.0,6.3,25.99,0.6,27.4,-4.7,-1.5,1.7,4.3,6.71,175,2,115.8479431,4.776642934
1,24.703611,42.1025,Europe,Bulgaria,82.3,7.4,24.26,0.5,32.2,-3.1,0.6,4.3,5.4,6.63,154,2,732.4961782,15.56349833
1,23.281111,42.821944,Europe,Bulgaria,88.0,6.3,25.99,0.6,27.4,-4.7,-1.5,1.7,4.3,6.71,175,2,115.8479431,4.776642934
1,25.478056,42.977222,Europe,Bulgaria,81.8,6.7,27.5,0.6,47.1,-6.3,-2.9,0.5,3.8,8.03,175,4,440.3843763,11.54050788
1,25.478056,42.977222,Europe,Bulgaria,81.8,6.7,27.5,0.6,47.1,-6.3,-2.9,0.5,3.8,8.03,175,4,440.3843763,11.54050788
1,24.9325,42.187222,Europe,Bulgaria,82.3,7.4,24.26,0.5,32.2,-3.1,0.6,4.3,5.4,6.63,154,2,732.4961782,15.56349833
1,23.763333,41.740556,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,24.41,42.703056,Europe,Bulgaria,84.0,6.5,27.14,0.6,35.3,-5.9,-2.6,0.7,3.9,7.32,111,4,178.4388269,3.087715952
1,24.663056,42.074444,Europe,Bulgaria,82.3,7.4,24.26,0.5,32.2,-3.1,0.6,4.3,5.4,6.63,154,2,732.4961782,15.56349833
1,24.484167,42.104167,Europe,Bulgaria,83.2,6.8,25.04,0.6,31.4,-3.8,-0.4,3.0,4.7,6.73,156,11,283.7349034,0.007157153
1,23.351944,43.239722,Europe,Bulgaria,87.4,5.9,25.88,0.6,29.7,-4.6,-1.6,1.4,4.3,7.25,167,3,331.3233745,1.930508965
1,23.351944,43.239722,Europe,Bulgaria,87.4,5.9,25.88,0.6,29.7,-4.6,-1.6,1.4,4.3,7.25,167,3,331.3233745,1.930508965
1,23.351944,43.239722,Europe,Bulgaria,87.4,5.9,25.88,0.6,29.7,-4.6,-1.6,1.4,4.3,7.25,167,3,331.3233745,1.930508965
1,23.886667,41.826111,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,23.820278,41.961111,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,22.76,42.278889,Europe,Bulgaria,84.3,6.4,26.09,0.7,27.7,-4.8,-1.6,1.6,4.1,7.03,165,4,15.2685941,0.004661163
1,23.037778,42.605,Europe,Bulgaria,88.0,6.3,25.99,0.6,27.4,-4.7,-1.5,1.7,4.3,6.71,175,2,115.8479431,4.776642934
1,23.7875,41.611944,Europe,Bulgaria,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07
1,40.597,53.3323,Europe,Russian Federation,80.9,5.9,30.82,0.1,45.3,-12.3,-9.3,-6.4,2.8,15.96,156,2,183.4901927,0.000391266
1,40.8629,53.3245,Europe,Russian Federation,80.9,5.9,30.82,0.1,45.3,-12.3,-9.3,-6.4,2.8,15.96,156,2,183.4901927,0.000391266
1,40.6498,53.3908,Europe,Russian Federation,80.9,5.9,30.82,0.1,45.3,-12.3,-9.3,-6.4,2.8,15.96,156,2,183.4901927,0.000391266
1,40.6548,53.2186,Europe,Russian Federation,80.9,5.9,30.82,0.1,45.3,-12.3,-9.3,-6.4,2.8,15.96,156,2,183.4901927,0.000391266
1,40.6953,53.3202,Europe,Russian Federation,80.9,5.9,30.82,0.1,45.3,-12.3,-9.3,-6.4,2.8,15.96,156,2,183.4901927,0.000391266
1,20.462455,41.322828,Europe,Albania,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0.0
1,20.357438,41.725775,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.357438,41.725775,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
1,20.069578,42.354756,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,20.051467,42.339993,Europe,Albania,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
1,20.357438,41.725775,Europe,Albania,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
